time,symbol,assettype,assetmaintype,cusip,assetsubtype,description,bidprice,bidsize,bidid,askprice,asksize,askid,lastprice,lastsize,lastid,openprice,highprice,lowprice,bidtick,closeprice,netchange,totalvolume,quotetimeinlong,tradetimeinlong,mark,exchange,exchangename,marginable,shortable,volatility,digits,nav,peratio,divamount,divyield,divdate,securitystatus,regularmarketlastprice,regularmarketlastsize,regularmarketnetchange,regularmarkettradetimeinlong,netpercentchangeindouble,markchangeindouble,markpercentchangeindouble,regularmarketpercentchangeindouble,delayed,fiftytwowkhigh,fiftytwowklow
2020-06-18 15:15:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,353.33,400,Q,353.36,200,Q,353.35,100,D,351.41,353.42,350.32, ,351.59,1.76,9030411,1592493344338,1592493344321,353.35,q,NASD,True,True,0.0211,4,0.0,27.6011,3.28,0.93,2020-05-08 00:00:00.000,Normal,353.35,1,1.76,1592493344321,0.5006,1.76,0.5006,0.5006,False,355.4,192.58
2020-06-16 16:30:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,350.79,100,N,350.81,100,Z,350.79,100,D,351.46,353.02,344.72, ,342.99,7.8,21940737,1592325045179,1592325045087,350.79,q,NASD,True,True,0.0222,4,0.0,26.56,3.28,0.96,2020-05-08 00:00:00.000,Normal,350.79,1,7.8,1592325045087,2.2741,7.8,2.2741,2.2741,False,354.77,192.17
2020-06-19 13:40:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,356.27,100,Q,356.33,100,Q,356.27,2000,Q,354.635,356.537,354.45, ,351.73,4.54,7180546,1592574044578,1592574044583,356.27,q,NASD,True,True,0.0222,4,0.0,27.5627,3.28,0.93,2020-05-08 00:00:00.000,Normal,356.27,20,4.54,1592574044583,1.2908,4.54,1.2908,1.2908,False,356.537,192.58
2020-06-17 15:50:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,353.77,400,Q,353.8,200,K,353.78,100,D,355.15,355.4,352.33, ,352.08,1.7,12853934,1592409044649,1592409044573,353.78,q,NASD,True,True,0.0169,4,0.0,26.8885,3.28,0.93,2020-05-08 00:00:00.000,Normal,353.78,1,1.7,1592409044573,0.4828,1.7,0.4828,0.4828,False,355.4,192.17
2020-06-16 13:45:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,352.96,200,P,353.0,1000,P,353.0,1000,D,351.46,353.02,349.05, ,342.99,10.01,5112710,1592315144315,1592315144265,353.0,q,NASD,True,True,0.0405,4,0.0,26.56,3.28,0.96,2020-05-08 00:00:00.000,Normal,353.0,10,10.01,1592315144265,2.9185,10.01,2.9185,2.9185,False,354.77,192.17
2020-06-19 18:00:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,347.81,100,K,347.83,100,Q,347.78,100,K,354.635,356.56,347.16, ,351.73,-3.95,29956029,1592589645100,1592589645117,347.81,q,NASD,True,True,0.0098,4,0.0,27.5627,3.28,0.93,2020-05-08 00:00:00.000,Normal,347.78,1,-3.95,1592589645117,-1.123,-3.92,-1.1145,-1.123,False,356.56,192.58
2020-06-17 16:25:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,354.51,100,N,354.55,100,P,354.53,100,D,355.15,355.4,352.33, ,352.08,2.45,14815081,1592411144323,1592411143620,354.53,q,NASD,True,True,0.0158,4,0.0,26.8885,3.28,0.93,2020-05-08 00:00:00.000,Normal,354.53,1,2.45,1592411143620,0.6959,2.45,0.6959,0.6959,False,355.4,192.17
2020-06-19 18:35:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,346.52,300,Q,346.58,100,P,346.56,100,D,354.635,356.56,345.15, ,351.73,-5.17,33854289,1592591744601,1592591744537,346.56,q,NASD,True,True,0.0093,4,0.0,27.5627,3.28,0.93,2020-05-08 00:00:00.000,Normal,346.56,1,-5.17,1592591744537,-1.4699,-5.17,-1.4699,-1.4699,False,356.56,192.58
2020-06-17 19:10:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,353.36,100,P,353.4,200,Q,353.39,100,D,355.15,355.4,352.33, ,352.08,1.31,21195041,1592421044492,1592421044522,353.39,q,NASD,True,True,0.0135,4,0.0,26.8885,3.28,0.93,2020-05-08 00:00:00.000,Normal,353.39,1,1.31,1592421044522,0.3721,1.31,0.3721,0.3721,False,355.4,192.17
2020-06-16 20:30:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,352.25,1000,K,352.4,2400,K,352.37,0,P,351.46,353.2,344.72, ,342.99,9.38,41109703,1592339425931,1592339441388,352.25,q,NASD,True,True,0.0177,4,0.0,26.56,3.28,0.96,2020-05-08 00:00:00.000,Normal,352.08,20138,9.09,1592337600461,2.7348,9.26,2.6998,2.6502,False,354.77,192.17
