time,symbol,assettype,assetmaintype,cusip,assetsubtype,description,bidprice,bidsize,bidid,askprice,asksize,askid,lastprice,lastsize,lastid,openprice,highprice,lowprice,bidtick,closeprice,netchange,totalvolume,quotetimeinlong,tradetimeinlong,mark,exchange,exchangename,marginable,shortable,volatility,digits,nav,peratio,divamount,divyield,divdate,securitystatus,regularmarketlastprice,regularmarketlastsize,regularmarketnetchange,regularmarkettradetimeinlong,netpercentchangeindouble,markchangeindouble,markpercentchangeindouble,regularmarketpercentchangeindouble,delayed,fiftytwowkhigh,fiftytwowklow
2020-06-23 15:35:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,366.65,100,N,366.67,100,Q,366.665,100,D,364.0,366.83,362.27, ,358.87,7.795,17459284,1592926544415,1592926544416,366.665,q,NASD,True,True,0.0114,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,366.665,1,7.795,1592926544416,2.1721,7.795,2.1721,2.1721,False,366.83,192.58
2020-06-23 15:45:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,367.36,700,K,367.39,100,Z,367.39,100,D,364.0,367.44,362.27, ,358.87,8.52,18134022,1592927144598,1592927143631,367.39,q,NASD,True,True,0.0112,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,367.39,1,8.52,1592927143631,2.3741,8.52,2.3741,2.3741,False,367.44,192.58
2020-06-23 15:50:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,367.75,300,Q,367.77,100,Q,367.76,100,N,364.0,367.9,362.27, ,358.87,8.89,18641411,1592927444581,1592927444551,367.76,q,NASD,True,True,0.011,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,367.76,1,8.89,1592927444551,2.4772,8.89,2.4772,2.4772,False,367.9,192.58
2020-06-23 15:55:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,367.8,100,X,367.84,100,C,367.84,100,D,364.0,368.2,362.27, ,358.87,8.97,19443503,1592927744748,1592927744266,367.84,q,NASD,True,True,0.0108,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,367.84,1,8.97,1592927744266,2.4995,8.97,2.4995,2.4995,False,368.2,192.58
2020-06-23 16:00:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,368.43,100,P,368.46,100,Q,368.455,100,D,364.0,368.53,362.27, ,358.87,9.5851,19998711,1592928045079,1592928044973,368.455,q,NASD,True,True,0.0107,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,368.455,1,9.5851,1592928044973,2.6709,9.5851,2.6709,2.6709,False,368.53,192.58
2020-06-23 16:05:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,368.3,8400,Q,368.33,300,Q,368.3,100,D,364.0,368.77,362.27, ,358.87,9.43,20557293,1592928344775,1592928344753,368.3,q,NASD,True,True,0.0106,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,368.3,1,9.43,1592928344753,2.6277,9.43,2.6277,2.6277,False,368.77,192.58
2020-06-23 16:15:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,368.15,100,Z,368.18,100,Q,368.17,100,Z,364.0,368.8,362.27, ,358.87,9.3,21569591,1592928944565,1592928944099,368.17,q,NASD,True,True,0.0104,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,368.17,1,9.3,1592928944099,2.5915,9.3,2.5915,2.5915,False,368.8,192.58
2020-06-23 16:20:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,368.79,200,P,368.8,100,P,368.8,900,D,364.0,368.92,362.27, ,358.87,9.93,22035080,1592929244455,1592929244350,368.8,q,NASD,True,True,0.0103,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,368.8,9,9.93,1592929244350,2.767,9.93,2.767,2.767,False,368.92,192.58
2020-06-23 16:25:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,368.91,100,Q,368.94,100,Q,368.916,100,D,364.0,369.01,362.27, ,358.87,10.0458,22497114,1592929543890,1592929541448,368.916,q,NASD,True,True,0.0102,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,368.916,1,10.0458,1592929541448,2.7993,10.0458,2.7993,2.7993,False,369.01,192.58
2020-06-23 16:30:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.34,100,Q,369.36,100,Q,369.364,200,Q,364.0,369.5,362.27, ,358.87,10.494,23101131,1592929845038,1592929843726,369.36,q,NASD,True,True,0.0101,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.364,2,10.494,1592929843726,2.9242,10.49,2.9231,2.9242,False,369.5,192.58
2020-06-23 16:45:43,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.87,100,P,369.89,600,Z,369.87,100,D,364.0,369.96,362.27, ,358.87,11.0,24865438,1592930744441,1592930744109,369.87,q,NASD,True,True,0.0098,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.87,1,11.0,1592930744109,3.0652,11.0,3.0652,3.0652,False,369.96,192.58
2020-06-23 16:55:43,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.43,200,Q,369.46,100,Z,369.43,200,D,364.0,370.0,362.27, ,358.87,10.56,25806621,1592931344393,1592931344164,369.43,q,NASD,True,True,0.0097,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.43,2,10.56,1592931344164,2.9426,10.56,2.9426,2.9426,False,370.0,192.58
2020-06-23 17:00:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.46,100,P,369.48,100,Q,369.462,100,D,364.0,370.0,362.27, ,358.87,10.592,26112995,1592931645019,1592931645077,369.462,q,NASD,True,True,0.0096,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.462,1,10.592,1592931645077,2.9515,10.592,2.9515,2.9515,False,370.0,192.58
2020-06-23 17:05:43,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.94,100,Z,369.96,100,Q,369.95,100,Q,364.0,370.0,362.27, ,358.87,11.08,26571480,1592931944275,1592931943274,369.95,q,NASD,True,True,0.0096,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.95,1,11.08,1592931943274,3.0875,11.08,3.0875,3.0875,False,370.0,192.58
2020-06-23 17:10:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.23,500,K,370.25,100,Q,370.241,600,D,364.0,370.54,362.27, ,358.87,11.371,27390046,1592932244382,1592932244518,370.241,q,NASD,True,True,0.0094,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.241,6,11.371,1592932244518,3.1686,11.371,3.1686,3.1686,False,370.54,192.58
2020-06-23 17:15:43,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.01,100,N,370.04,100,Z,370.04,100,D,364.0,370.54,362.27, ,358.87,11.17,27864868,1592932544308,1592932544276,370.04,q,NASD,True,True,0.0094,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.04,1,11.17,1592932544276,3.1125,11.17,3.1125,3.1125,False,370.54,192.58
2020-06-23 17:20:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.79,300,Z,370.8,1100,K,370.8,100,P,364.0,370.8,362.27, ,358.87,11.93,28511062,1592932844937,1592932844937,370.8,q,NASD,True,True,0.0093,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.8,1,11.93,1592932844937,3.3243,11.93,3.3243,3.3243,False,370.8,192.58
2020-06-23 17:30:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,371.21,100,Q,371.23,100,N,371.23,500,D,364.0,371.45,362.27, ,358.87,12.3599,29891585,1592933445266,1592933445116,371.23,q,NASD,True,True,0.0091,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,371.23,5,12.3599,1592933445116,3.4441,12.3599,3.4441,3.4441,False,371.45,192.58
2020-06-23 17:35:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,371.47,100,Z,371.5,1200,Q,371.48,100,Z,364.0,371.5,362.27, ,358.87,12.61,30337361,1592933744427,1592933744147,371.48,q,NASD,True,True,0.0091,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,371.48,1,12.61,1592933744147,3.5138,12.61,3.5138,3.5138,False,371.5,192.58
2020-06-23 17:40:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,371.75,200,Z,371.79,200,K,371.789,100,D,364.0,372.05,362.27, ,358.87,12.9195,31180921,1592934044315,1592934044375,371.789,q,NASD,True,True,0.009,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,371.789,1,12.9195,1592934044375,3.6001,12.9195,3.6001,3.6001,False,372.05,192.58
2020-06-23 17:45:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,371.34,100,Q,371.36,200,Q,371.35,200,D,364.0,372.05,362.27, ,358.87,12.48,31775265,1592934344135,1592934344182,371.35,q,NASD,True,True,0.0089,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,371.35,2,12.48,1592934344182,3.4776,12.48,3.4776,3.4776,False,372.05,192.58
2020-06-23 18:00:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.78,100,Q,370.8,100,Q,370.79,100,D,364.0,372.38,362.27, ,358.87,11.92,34274784,1592935244876,1592935244409,370.79,q,NASD,True,True,0.0088,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.79,1,11.92,1592935244409,3.3215,11.92,3.3215,3.3215,False,372.38,192.58
2020-06-23 18:05:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.04,100,Q,370.08,100,P,370.04,100,P,364.0,372.38,362.27, ,358.87,11.17,34995228,1592935544841,1592935544840,370.04,q,NASD,True,True,0.0088,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.04,1,11.17,1592935544840,3.1125,11.17,3.1125,3.1125,False,372.38,192.58
2020-06-23 18:10:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.24,300,Q,370.28,100,Q,370.252,200,D,364.0,372.38,362.27, ,358.87,11.3818,35879079,1592935844409,1592935844670,370.252,q,NASD,True,True,0.0087,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.252,2,11.3818,1592935844670,3.1716,11.3818,3.1716,3.1716,False,372.38,192.58
2020-06-23 18:15:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.7,200,K,369.72,300,Q,369.702,200,D,364.0,372.38,362.27, ,358.87,10.8321,36638723,1592936144066,1592936144203,369.702,q,NASD,True,True,0.0086,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.702,2,10.8321,1592936144203,3.0184,10.8321,3.0184,3.0184,False,372.38,192.58
2020-06-23 18:20:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.63,300,N,369.65,8800,K,369.64,100,Y,364.0,372.38,362.27, ,358.87,10.77,37357086,1592936444274,1592936444274,369.64,q,NASD,True,True,0.0086,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.64,1,10.77,1592936444274,3.0011,10.77,3.0011,3.0011,False,372.38,192.58
2020-06-23 18:25:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.2,100,N,370.25,100,Q,370.225,100,D,364.0,372.38,362.27, ,358.87,11.355,38005859,1592936744061,1592936744741,370.225,q,NASD,True,True,0.0085,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.225,1,11.355,1592936744741,3.1641,11.355,3.1641,3.1641,False,372.38,192.58
2020-06-23 18:30:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.27,400,Z,370.3,300,Q,370.29,1000,D,364.0,372.38,362.27, ,358.87,11.4199,38374512,1592937045171,1592937045162,370.29,q,NASD,True,True,0.0085,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.29,10,11.4199,1592937045162,3.1822,11.4199,3.1822,3.1822,False,372.38,192.58
2020-06-23 18:40:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.54,300,Z,370.58,100,Q,370.58,200,D,364.0,372.38,362.27, ,358.87,11.71,39313789,1592937644554,1592937644164,370.58,q,NASD,True,True,0.0084,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.58,2,11.71,1592937644164,3.263,11.71,3.263,3.263,False,372.38,192.58
2020-06-23 18:45:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,370.15,7800,K,370.17,100,J,370.15,300,K,364.0,372.38,362.27, ,358.87,11.28,39723732,1592937944476,1592937944476,370.15,q,NASD,True,True,0.0084,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,370.15,3,11.28,1592937944476,3.1432,11.28,3.1432,3.1432,False,372.38,192.58
2020-06-23 18:50:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.29,100,Q,369.33,200,Q,369.302,100,D,364.0,372.38,362.27, ,358.87,10.4322,40168327,1592938243960,1592938242777,369.302,q,NASD,True,True,0.0084,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.302,1,10.4322,1592938242777,2.907,10.4322,2.907,2.907,False,372.38,192.58
2020-06-23 19:00:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,368.67,1600,P,368.71,200,P,368.71,100,D,364.0,372.38,362.27, ,358.87,9.84,41108681,1592938844619,1592938845188,368.71,q,NASD,True,True,0.0083,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,368.71,1,9.84,1592938845188,2.7419,9.84,2.7419,2.7419,False,372.38,192.58
2020-06-23 19:05:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,368.48,100,Q,368.51,200,Q,368.48,100,D,364.0,372.38,362.27, ,358.87,9.61,41837986,1592939144656,1592939144656,368.48,q,NASD,True,True,0.0082,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,368.48,1,9.61,1592939144656,2.6778,9.61,2.6779,2.6778,False,372.38,192.58
2020-06-23 19:10:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,369.03,100,Z,369.07,200,Q,369.055,200,P,364.0,372.38,362.27, ,358.87,10.185,42336754,1592939443889,1592939443836,369.055,q,NASD,True,True,0.0082,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,369.055,2,10.185,1592939443836,2.8381,10.185,2.8381,2.8381,False,372.38,192.58
2020-06-23 19:20:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,368.76,100,Z,368.8,300,Q,368.76,2000,D,364.0,372.38,362.27, ,358.87,9.8901,43461185,1592940044650,1592940044637,368.76,q,NASD,True,True,0.0081,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,368.76,20,9.8901,1592940044637,2.7559,9.8901,2.7559,2.7559,False,372.38,192.58
2020-06-23 19:25:43,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,367.31,100,Q,367.37,300,Q,367.34,100,Q,364.0,372.38,362.27, ,358.87,8.47,44233717,1592940344370,1592940344294,367.34,q,NASD,True,True,0.0081,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,367.34,1,8.47,1592940344294,2.3602,8.47,2.3602,2.3602,False,372.38,192.58
2020-06-23 19:30:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,367.03,100,Q,367.08,100,Q,367.04,100,D,364.0,372.38,362.27, ,358.87,8.17,45109201,1592940645611,1592940645124,367.04,q,NASD,True,True,0.008,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,367.04,1,8.17,1592940645124,2.2766,8.17,2.2766,2.2766,False,372.38,192.58
2020-06-23 19:45:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,367.78,100,Z,367.81,200,Q,367.8,100,D,364.0,372.38,362.27, ,358.87,8.9302,47521041,1592941544450,1592941544456,367.8,q,NASD,True,True,0.0079,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,367.8,1,8.9302,1592941544456,2.4884,8.9302,2.4884,2.4884,False,372.38,192.58
2020-06-23 19:50:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,366.48,100,J,366.53,200,Q,366.505,200,J,364.0,372.38,362.27, ,358.87,7.635,48244864,1592941844251,1592941844300,366.505,q,NASD,True,True,0.0078,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,366.505,2,7.635,1592941844300,2.1275,7.635,2.1275,2.1275,False,372.38,192.58
2020-06-23 19:55:43,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,367.62,100,C,367.68,100,Q,367.624,200,D,364.0,372.38,362.27, ,358.87,8.754,49400491,1592942144251,1592942144111,367.624,q,NASD,True,True,0.0078,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,367.624,2,8.754,1592942144111,2.4393,8.754,2.4393,2.4393,False,372.38,192.58
2020-06-23 20:00:45,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,366.71,700,Q,366.88,300,Q,366.99,0,Q,364.0,372.38,362.27, ,358.87,8.12,52576774,1592942445080,1592942444934,366.71,q,NASD,True,True,0.0078,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,366.53,17698,7.66,1592942400402,2.2627,7.84,2.1846,2.1345,False,372.38,192.58
2020-06-24 00:05:59,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,365.2,600,Q,365.25,100,K,365.21,0,K,364.0,372.38,362.27, ,358.87,6.34,53038869,1592956796287,1592956795106,365.25,q,NASD,True,True,0.0098,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,366.53,17698,7.66,1592942400402,1.7667,6.38,1.7778,2.1345,False,372.38,192.58
2020-06-24 00:07:59,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,365.2,600,Q,365.25,100,K,365.21,0,K,364.0,372.38,362.27, ,358.87,6.34,53038869,1592956796287,1592956795106,365.25,q,NASD,True,True,0.0098,4,0.0,27.4161,3.28,0.91,2020-05-08 00:00:00.000,Normal,366.53,17698,7.66,1592942400402,1.7667,6.38,1.7778,2.1345,False,372.38,192.58
2020-06-24 13:00:47,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,366.65,200,Q,366.8,100,Q,366.7,0,D,0.0,0.0,0.0, ,366.53,0.17,426866,1593003639436,1593003646548,366.65,q,NASD,True,True,0.0301,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,366.53,17698,0.0,1592942400402,0.0464,0.12,0.0327,0.0,False,372.38,192.58
2020-06-24 13:10:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,366.38,100,K,366.45,400,Q,366.44,0,Q,0.0,0.0,0.0, ,366.53,-0.09,458072,1593004227918,1593004244293,366.45,q,NASD,True,True,0.0282,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,366.53,17698,0.0,1592942400402,-0.0246,-0.08,-0.0218,0.0,False,372.38,192.58
2020-06-24 13:15:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,365.22,100,Q,365.35,700,K,365.24,0,Q,0.0,0.0,0.0, ,366.53,-1.29,488150,1593004541465,1593004543569,365.35,q,NASD,True,True,0.027,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,366.53,17698,0.0,1592942400402,-0.3519,-1.18,-0.3219,0.0,False,372.38,192.58
2020-06-24 13:20:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,364.5,100,P,364.7,100,P,364.5,100,P,0.0,0.0,0.0, ,366.53,-2.03,560477,1593004843911,1593004843911,364.7,q,NASD,True,True,0.0268,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,366.53,17698,0.0,1592942400402,-0.5538,-1.83,-0.4993,0.0,False,372.38,192.58
2020-06-24 13:25:45,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,364.6,100,Q,365.0,100,Q,364.85,0,Q,0.0,0.0,0.0, ,366.53,-1.68,603374,1593005144389,1593005144681,365.0,q,NASD,True,True,0.0265,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,366.53,17698,0.0,1592942400402,-0.4584,-1.53,-0.4174,0.0,False,372.38,192.58
2020-06-24 13:30:46,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,365.67,100,Q,365.78,100,Q,365.792,100,D,365.0,366.189,364.85, ,366.53,-0.7382,1246033,1593005444454,1593005444709,365.78,q,NASD,True,True,0.026,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,365.792,1,-0.7382,1593005444709,-0.2014,-0.75,-0.2046,-0.2014,False,372.38,192.58
2020-06-24 14:52:08,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,364.01,100,Q,364.05,200,K,364.01,100,D,365.0,368.79,362.28, ,366.53,-2.52,14976482,1593010328131,1593010328150,364.01,q,NASD,True,True,0.0122,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,364.01,1,-2.52,1593010328150,-0.6875,-2.52,-0.6875,-0.6875,False,372.38,192.58
2020-06-24 15:36:15,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,361.35,200,Z,361.4,200,Q,361.375,100,D,365.0,368.79,360.46, ,366.53,-5.155,20399485,1593012974803,1593012974667,361.375,q,NASD,True,True,0.0112,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,361.375,1,-5.155,1593012974667,-1.4064,-5.155,-1.4064,-1.4064,False,372.38,192.58
2020-06-24 15:40:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,359.67,100,Z,359.72,100,Q,359.69,100,D,365.0,368.79,359.51, ,366.53,-6.84,21131319,1593013244469,1593013244445,359.69,q,NASD,True,True,0.011,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,359.69,1,-6.84,1593013244445,-1.8662,-6.84,-1.8661,-1.8662,False,372.38,192.58
2020-06-24 15:50:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,359.32,100,P,359.42,100,Q,359.355,300,D,365.0,368.79,358.52, ,366.53,-7.175,22673701,1593013844272,1593013844261,359.355,q,NASD,True,True,0.0108,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,359.355,3,-7.175,1593013844261,-1.9575,-7.175,-1.9575,-1.9575,False,372.38,192.58
2020-06-24 15:55:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,359.94,200,P,359.98,100,Q,359.94,300,D,365.0,368.79,358.52, ,366.53,-6.59,23116232,1593014144301,1593014144396,359.94,q,NASD,True,True,0.0108,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,359.94,3,-6.59,1593014144396,-1.7979,-6.59,-1.7979,-1.7979,False,372.38,192.58
2020-06-24 17:40:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,360.94,100,Q,360.96,400,K,360.96,100,Q,365.0,368.79,358.52, ,366.53,-5.57,32397597,1593020444600,1593020444600,360.96,q,NASD,True,True,0.0097,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,360.96,1,-5.57,1593020444600,-1.5197,-5.57,-1.5197,-1.5197,False,372.38,192.58
2020-06-24 17:45:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,360.6,100,K,360.62,100,Q,360.6,100,D,365.0,368.79,358.52, ,366.53,-5.93,32792825,1593020744187,1593020744051,360.6,q,NASD,True,True,0.0097,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,360.6,1,-5.93,1593020744051,-1.6179,-5.93,-1.6179,-1.6179,False,372.38,192.58
2020-06-24 17:55:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,360.84,100,Q,360.89,100,N,360.87,200,D,365.0,368.79,358.52, ,366.53,-5.66,33536001,1593021344400,1593021343314,360.87,q,NASD,True,True,0.0096,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,360.87,2,-5.66,1593021343314,-1.5442,-5.66,-1.5442,-1.5442,False,372.38,192.58
2020-06-24 19:45:45,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,361.65,100,Z,361.69,100,X,361.66,100,Q,365.0,368.79,358.52, ,366.53,-4.87,42825181,1593027944565,1593027944565,361.66,q,NASD,True,True,0.0089,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,361.66,1,-4.87,1593027944565,-1.3287,-4.87,-1.3287,-1.3287,False,372.38,192.58
2020-06-24 19:50:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,360.13,100,Z,360.18,200,Q,360.19,300,J,365.0,368.79,358.52, ,366.53,-6.34,43413290,1593028244352,1593028243856,360.18,q,NASD,True,True,0.0089,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,360.19,3,-6.34,1593028243856,-1.7297,-6.35,-1.7325,-1.7297,False,372.38,192.58
2020-06-24 19:55:44,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,360.0,100,X,360.04,100,P,360.0,100,D,365.0,368.79,358.52, ,366.53,-6.53,44264317,1593028544316,1593028544280,360.0,q,NASD,True,True,0.0089,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,360.0,1,-6.53,1593028544280,-1.7816,-6.53,-1.7816,-1.7816,False,372.38,192.58
2020-06-24 20:00:45,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,360.12,500,Q,360.25,100,P,360.25,300,D,365.0,368.79,358.52, ,366.53,-6.28,47653649,1593028844288,1593028844292,360.12,q,NASD,True,True,0.0089,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,360.06,19843,-6.47,1593028800539,-1.7134,-6.41,-1.7488,-1.7652,False,372.38,192.58
2020-06-24 21:55:33,AAPL,EQUITY,EQUITY,037833100,NULL,Apple Inc. - Common Stock,360.24,300,P,360.44,200,B,360.24,100,D,365.0,368.79,358.52, ,366.53,-6.29,48064712,1593035732687,1593035732687,360.24,q,NASD,True,True,0.0094,4,0.0,28.1334,3.28,0.89,2020-05-08 00:00:00.000,Normal,360.06,19843,-6.47,1593028800539,-1.7161,-6.29,-1.7161,-1.7652,False,372.38,192.58
